,Unnamed: 0,rating,id,date,flag,user,text,tidy_tweet
22,342068,0,2015179459,Wed Jun 03 03:56:26 PDT 2009,NO_QUERY,AilsaJay,"still doing essays and wishin i was in the sun  really dont want to go to work tonight, it sucks big time..but picnic for lunch  xxx",still essay within sun really want tonight suck big timeout picnic lunch six
23,1206554,1,1986836125,Sun May 31 19:23:06 PDT 2009,NO_QUERY,itsjuannn,"@freelancegirl  Yes mam! all we need is a time... GOT IT, and date, and save up money for tickets =]",yes mam need time date save money ticket
24,805946,1,1468741496,Tue Apr 07 03:28:59 PDT 2009,NO_QUERY,demonick,@redsheep maybe you shouldn't be twittering it then...hehe..just rant to the person next to you.. ,maybe twitter rant person next
25,830024,1,1557255355,Sun Apr 19 02:57:41 PDT 2009,NO_QUERY,KymbaKat,@sunriseon7 http://twitpic.com/3l3zu - Victorian Tourism already did that ,victorian tourism already
26,1322376,1,2014793363,Wed Jun 03 02:42:23 PDT 2009,NO_QUERY,jonaschowomg,@shemightbedead yeah i saw it on ur pics on twitpic! its one sweet ride! too bad Joe doesnt have his liscense yet. Though i find it cute! ,yeah saw ur pic one sweet ride bad joe license yet though find cute
27,790849,0,2325780775,Thu Jun 25 06:03:06 PDT 2009,NO_QUERY,bayounger,I really think I should get dressed and decide what I'm going to do today.  Debating about Curves - but Amy isn't here to go with me. ,really think dress decide today debate curve amy
28,18870,0,1556714817,Sun Apr 19 00:00:23 PDT 2009,NO_QUERY,Simply_Positive,"Is caught off guard, saddened, and confused by the actions of a close friend. Wondering if its due to alcohol?? Completely bewildered. ",catch guard sadden confuse action close friend wondering due alcohol completely bewilder
29,749810,0,2285267054,Mon Jun 22 14:55:04 PDT 2009,NO_QUERY,AndrewLeeOnline,http://twitpic.com/84vdi - Honor society passes. If they gave us them sooner we couldve gotten into soundcheck  oh well (via @nikki_jonas),honor society pass give sooner couldve oh well via
30,887517,1,1687012975,Sun May 03 07:30:17 PDT 2009,NO_QUERY,phantastchny537,rt  @vastrat &quot;off to Part II of my morning - exercise/runner's high and paperwork&quot;.Woot. Sounds like fun.Thanks for allowing me 2 follow ,part ii morning high paperwork sound allow 2 follow
31,1149692,1,1978369733,Sat May 30 23:09:15 PDT 2009,NO_QUERY,DeleonBruhhh,cool day today. watched &quot;drag me to hell&quot; with my #1    i miss her. ha.,cool today watch hell miss ha
32,1074335,1,1966947782,Fri May 29 18:41:35 PDT 2009,NO_QUERY,vinheat,The wife and I are babysitting for a friend tonight. She is 4. It's going good so far. ,wife babysitting friend tonight 4 far
33,860653,1,1676429107,Fri May 01 22:01:12 PDT 2009,NO_QUERY,scscmc,wondering why this world is so fucked. Really have faith the youth today will assist in a better world  no pressure LOL,wonder world fucked really faith youth today assist better world pressure lol
34,352590,0,2031201618,Thu Jun 04 09:28:47 PDT 2009,NO_QUERY,choco20,@ByYourSide2009 I good. Didn't understand ur last tweet ,understand ur last tweet
35,1503518,1,2071990217,Sun Jun 07 20:12:52 PDT 2009,NO_QUERY,jackieiac,"ah, finally laying down ",ah finally lay
36,659000,0,2241890566,Fri Jun 19 11:30:29 PDT 2009,NO_QUERY,BrOwn_SugAr718,I CANT TAKE IT ANYMORE!! IM GETTIN A BLACKBERRY!!!! ,cant take anymore gettin blackberry
37,435320,0,2065397147,Sun Jun 07 08:30:40 PDT 2009,NO_QUERY,joyceturtle,"@Redkin 3 more bodies were found..  sna makita n lhat. Sana dn, may nakaligtas. ",3 body find sea make sana may
38,552848,0,2203495282,Tue Jun 16 23:52:03 PDT 2009,NO_QUERY,AidenLevi,"@kristen_bell  Please tweet at least once more, Ms. Bell. Although you do seem very busy. Caught you on Party Down last week!",please tweet least bell although seem busy caught party last week
39,734289,0,2264518252,Sun Jun 21 04:07:26 PDT 2009,NO_QUERY,missgiggly,"@thelipprint And oh... was just going to DM you, but... u unfollowed? *hmph* ",oh follow hope
40,487306,0,2182039299,Mon Jun 15 12:38:19 PDT 2009,NO_QUERY,dea49,I shall miss Ellie tomorrow and till saturday ,shall miss ellie tomorrow till saturday
41,952789,1,1824524403,Sun May 17 01:45:25 PDT 2009,NO_QUERY,Laengchen,@Philemeski I saw my special friend this morning. He seemed to be pretty anxious and ashamed. Poor one ,saw special friend morning seem pretty anxious ashamed poor one
42,1309244,1,2013016747,Tue Jun 02 21:44:41 PDT 2009,NO_QUERY,itsM0RGAN,hair appt at 10...I'm dead tired. goodnight  c/o 09 &lt;333,hair app dead tire goodnight co 09
43,37693,0,1573045628,Mon Apr 20 23:30:26 PDT 2009,NO_QUERY,rittermedia,yet another freezing morning. ,yet another freezing morning
44,1251229,1,1996460318,Mon Jun 01 15:07:16 PDT 2009,NO_QUERY,ashok_hingorani,good the hummer is going off the streets - cars should be for getting around cheaply and efficiently - not ego statements ,hummer street car around cheaply efficiently ego statement
45,159572,0,1956866857,Thu May 28 22:53:40 PDT 2009,NO_QUERY,mojojay,"Poor Harry. He's in a cage out the front now. Can see freedom, but can't quite get to it. ",poor harry cage front see freedom cant quite
46,608298,0,2223278345,Thu Jun 18 08:04:31 PDT 2009,NO_QUERY,dennismons,@timbloebaum I feel like a fricking elderly person when that shit happens. Almost at the point of rereading control schemes in 'Help' ,feel fricking elderly person shit happen almost point reread control scheme help
47,950950,1,1824133342,Sun May 17 00:10:02 PDT 2009,NO_QUERY,m_Janelle,"Excursion # 2, once the rain subsided, turned out to be a long, and generally excellent day out in  Kingston ",excursion 2 rain subside turn long generally excellent kingston
48,885258,1,1686466377,Sun May 03 05:33:25 PDT 2009,NO_QUERY,sharmainerae,@mightyvanessa random-do you like mickey mouse or a mouse or something? just wondering why your youtube name has &quot;mouse&quot; in it hahaha ,random mickey mouse mouse something wonder youtube name hahaha
49,694626,0,2253040842,Sat Jun 20 07:28:33 PDT 2009,NO_QUERY,JaniceMyNig,faaack I need a new charger ,flack need new charger
50,1299517,1,2006147361,Tue Jun 02 10:43:46 PDT 2009,NO_QUERY,Crafty_mama,"We watched a funny, cute, thought provoking, religion questioning movie called Saved! http://bit.ly/Z47Ft Good movie. ",watch funny cute think provoke religion question movie call save movie
51,78001,0,1751132955,Sat May 09 18:44:30 PDT 2009,NO_QUERY,ALLTHEHARDWAYS,@kirstiealley couldn't find the vcr tapes. still looking. ,couldnt find ver tape still look
52,1398615,1,2054124543,Sat Jun 06 06:37:09 PDT 2009,NO_QUERY,jacquesge,"Plan of the day : jogging, sunbathing, reading a book. ",plan jog sunbathe read book
53,1123108,1,1974445251,Sat May 30 13:09:04 PDT 2009,NO_QUERY,PaulDelaney,I found out I had a headlight out last night... Thanks Kenmore PD.  no ticket though so its all good.,find headlight last night thanks encore ad ticket though
54,604062,0,2221835928,Thu Jun 18 06:04:51 PDT 2009,NO_QUERY,pops28,@emjc happens to me every day... ,happens every
55,1359822,1,2048536189,Fri Jun 05 15:21:36 PDT 2009,NO_QUERY,Paul_Berney,@Ms_lonelystar Cool  Mine was great too thanks  Have a brilliant weekend honey  xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,cool mine great thanks brilliant weekend honey xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
56,781869,0,2323511660,Thu Jun 25 00:49:03 PDT 2009,NO_QUERY,adamantgirl,Why is the chart I just edited in Microsoft Powepoint  does not register ASAP? ,chart edit microdot powerpoint register asap
57,204745,0,1972693620,Sat May 30 09:42:31 PDT 2009,NO_QUERY,jenzbie,@30SECONDSTOMARS that's awesome! Too bad I can't make any of the others either  #marsiscoming,thats awesome bad cant make others either
58,1179532,1,1981755837,Sun May 31 09:49:38 PDT 2009,NO_QUERY,sereneangel0909,gonna wash clothes and hang out.. be lazy and enjoy my day. ,gon na wash clothes hang lazy enjoy
59,880970,1,1685727086,Sun May 03 01:46:10 PDT 2009,NO_QUERY,anmjoven,Tech Conclave Episode 4 is now 85% done!!! Sorry for the delay everyone. ,tech conclave episode 4 85 sorry delay everyone
60,738947,0,2265600435,Sun Jun 21 06:56:06 PDT 2009,NO_QUERY,Clarko141,"haha i found my two other mp3 players  now i have three, although i did have four but one broke ",haha find two player three although four one broke
61,544599,0,2201165287,Tue Jun 16 19:53:51 PDT 2009,NO_QUERY,xjaninex,@dinealonemusic dammit! wish No Doubt was playing with blink again!  would have been such an epic tour!  Ive never seen them live.,dammit wish doubt play blink would epic tour ive never see live
62,26797,0,1558911136,Sun Apr 19 09:44:38 PDT 2009,NO_QUERY,WTFJAY,@erykahpenn awwww no  Whats wrong?,aww whats wrong
63,387778,0,2054087516,Sat Jun 06 06:31:28 PDT 2009,NO_QUERY,so_peacockish,*ugh* My head...plz stop talkin ,ugh head'll stop talkin
64,547207,0,2202013672,Tue Jun 16 21:06:31 PDT 2009,NO_QUERY,ctayy,ewww. delaware weather = bipolar. ,eww delaware weather bipolar
65,1368446,1,2050601865,Fri Jun 05 18:58:04 PDT 2009,NO_QUERY,SlimBurkett,@JanellChantal Unfortunately...I Have A Corny Joke Stash  My Daughter Thinks There Hilarious,unfortunately corny joke stash daughter think hilarious
66,363931,0,2048001004,Fri Jun 05 14:30:31 PDT 2009,NO_QUERY,stevey88,"Ugh, got caught by a britney ",ugh catch britney
67,1073522,1,1966800605,Fri May 29 18:25:26 PDT 2009,NO_QUERY,TheRealpmac,@streko @pmacseo is someone fucking with me. ,someone fuck
68,41913,0,1675856185,Fri May 01 20:29:38 PDT 2009,NO_QUERY,will_da_carter,learning how to tweet  i wanna send messages 2 ppl ,learn tweet wan na send message 2 pal
69,30442,0,1563767765,Mon Apr 20 00:10:43 PDT 2009,NO_QUERY,_roody_,@soy_ale dood! i have only had it for 1 month and now they are selling it to me for 400 ,1 month sell 400
70,33987,0,1564666582,Mon Apr 20 04:28:42 PDT 2009,NO_QUERY,kylelauren,"Lost less than a pound, boo ",lost le pound boo
71,739529,0,2265752941,Sun Jun 21 07:14:27 PDT 2009,NO_QUERY,ChuiyiC,right now..its safe to say..i CANT escape accounts!!!  its forced upon me!!!,right now's safe sayi cant escape account forced upon
72,1450516,1,2062946211,Sun Jun 07 00:50:10 PDT 2009,NO_QUERY,courtneeeeyy,Cheesecake. ,cheesecake
73,848719,1,1564882478,Mon Apr 20 05:14:33 PDT 2009,NO_QUERY,rob_caporetto,@decryption I personally got used to turning off Growl notifications a while back - mainly for that reason ;) Kinda happy 'bout it since ,personally use turn growl notification back mainly reason kinda happy bout since
74,1429691,1,2059780653,Sat Jun 06 17:37:25 PDT 2009,NO_QUERY,happywakko,Sambuca in the north end   black liquorishous,sambuca north end black
75,780850,0,2323275287,Thu Jun 25 00:16:50 PDT 2009,NO_QUERY,iLOVEbradie,@EMMASKITZ sadly i dont think so i so wanna go its the thing i wanna do the most and I LOVE BRADIE BUT IDK ,sadly think wan na thing wan na brain ink
76,610332,0,2224098957,Thu Jun 18 09:05:12 PDT 2009,NO_QUERY,Mimibun,http://twitpic.com/7psyg - Lovely dent..I'm so pissed. ,lovely denim pissed
77,370448,0,2050141793,Fri Jun 05 18:08:29 PDT 2009,NO_QUERY,twibirdy,@mszjoycii thatas really sux!!!!! ,that's really sux
78,792555,0,2326321383,Thu Jun 25 06:52:35 PDT 2009,NO_QUERY,aemixson,I hate it when people yell  some things are just so unnecessary,hate people yell thing unnecessary
79,41580,0,1574105435,Tue Apr 21 04:16:03 PDT 2009,NO_QUERY,sheslykeomg,"Awake.  Getting ready for work and being tired.  My stomach is feeling a bit better, but it still hurts quite a bit.  ",awake ready tire stomach feel bit well still hurt quite bit
80,747628,0,2283766022,Mon Jun 22 13:02:32 PDT 2009,NO_QUERY,joifulgurl,"@Jeshhh it's ok... The zucchini won't grow because of too much rain, tho!! ",ok zucchini wont grow much rain tho
81,1387997,1,2052988839,Sat Jun 06 02:49:47 PDT 2009,NO_QUERY,GoodGreenTeaNew,@vicky_000 congrats on your spymaster achievement- hate all those invites to join my spy ring  Good Green Tea on offer in ASDA only 40p!!,congrats spymaster achievement hate invite join spy ring green tea offer anda
82,1482336,1,2067237772,Sun Jun 07 11:59:48 PDT 2009,NO_QUERY,luckykind,.@aflusche help build a portfolio at the same time... Not my ideal source of making money... but times are slow right now... ,help build portfolio time ideal source make money time slow right
83,940623,1,1793987555,Thu May 14 04:37:34 PDT 2009,NO_QUERY,SarahAddicts,@girlsaloudmedia I know danielle is doing a great job with it ,know danielle great job
84,1591808,1,2191631506,Tue Jun 16 05:40:15 PDT 2009,NO_QUERY,cheery_sunshine,French test was funny.  And I have a B- in German! C'mon what's going on? o.O I'm so positively shocked because it's the second time he,french test funny german con whats oo positively shocked second time
85,183363,0,1967405996,Fri May 29 19:31:16 PDT 2009,NO_QUERY,KellyMurphy8,"At the cape, so excited to be here.. It just doesn't feel right without @briannabarbati, come back sooooon please! ",cape excite feel right without come back solomon please
86,1340142,1,2018977681,Wed Jun 03 10:48:33 PDT 2009,NO_QUERY,Honesty666,@itsaaronpresley Sounds pretty exciting to me! ,sound pretty excite
87,236824,0,1980075637,Sun May 31 05:35:55 PDT 2009,NO_QUERY,milinstig666,"i cant believe i have to work on Sundays man, this is blasphemous !!!! ",cant believe sunday man blasphemous
88,5929,0,1469237702,Tue Apr 07 05:43:04 PDT 2009,NO_QUERY,dylanparry,Itï¿½s such a nice day outside. And hereï¿½s me stuck at my PC ,nice outside here's stick pa
89,301851,0,1998794542,Mon Jun 01 19:08:09 PDT 2009,NO_QUERY,roneezysworld,@lilvvatt Hey! Lol. Time to study! ,hey lol time study
90,558108,0,2204675379,Wed Jun 17 02:50:34 PDT 2009,NO_QUERY,roundonefight,@arr_bee it's making me v.sad - typically everyone just wants to buy all my FAVOURITE albums  nobody wants the David Gray album do they?no,make sad typically everyone want buy favourite album nobody want david gray album
91,70080,0,1693533203,Sun May 03 22:51:49 PDT 2009,NO_QUERY,JerElaine, I FEEL SO..... REPLACED.,feel replaced
92,141327,0,1881239942,Fri May 22 04:03:37 PDT 2009,NO_QUERY,drusillarb,@sorcha_o_c Watch the end of season 4 and you'll see. I think I need to rewatch the season to get it ,watch end season 4 youll see think need rematch season
93,971878,1,1831347785,Sun May 17 18:41:45 PDT 2009,NO_QUERY,lyricmonet,@Prank510 lol....ur sister is the prayer warrior in the fam u need to tell her to put in a call ,sister prayer warrior fam need tell put call
94,90178,0,1755698014,Sun May 10 09:48:03 PDT 2009,NO_QUERY,phantomberkanna,Happy Mother's Day!! I will celebrate by working 12:15-8.  FML,happy mother celebrate 12158 fol
95,628417,0,2231280333,Thu Jun 18 18:17:31 PDT 2009,NO_QUERY,b0oRadley,#inaperfectworld bonking chicks on the head with a club &amp; dragging them home would've never gone out of style. Cavemen had it so awesome ,bonk chick head club drag home wouldve never style caveman awesome
96,287640,0,1994290061,Mon Jun 01 11:42:27 PDT 2009,NO_QUERY,Saamia,Does anyone want to give me a free laptop? My computer is really broken ,anyone want give free laptop computer really broken
97,755418,0,2288320690,Mon Jun 22 19:00:34 PDT 2009,NO_QUERY,breeenicole,My dirtbike is all messed up ,mess
98,1528789,1,2177445379,Mon Jun 15 06:07:08 PDT 2009,NO_QUERY,hxcfairy,"@flowing_fire if ya can, you can post it over @ontd30stm if you want as well ",ya post want well
99,1112216,1,1972366670,Sat May 30 09:05:27 PDT 2009,NO_QUERY,KayKay18,@tristasutter She is beautiful.  ,beautiful
100,1125667,1,1974889597,Sat May 30 14:01:24 PDT 2009,NO_QUERY,castersugarful," Good Night ! Okay, I got really nothing to say.",night okay really nothing say
101,776012,0,2322016871,Wed Jun 24 21:55:10 PDT 2009,NO_QUERY,Karibees,packing alone=worst expirience ever. twitter instead....no! pack! ok ,pack experience ever twitter instead pack ok
102,554884,0,2203942816,Wed Jun 17 00:55:21 PDT 2009,NO_QUERY,enked,Just came to work.. ah not feeling well. .  ,come ah feel well
103,762961,0,2298105449,Tue Jun 23 11:15:45 PDT 2009,NO_QUERY,SammieeLouise,@OfficialJoBrosi erd the wemeblty concert went amazin glad to hear it i was so gutted i couldnt go  maybe next tym- new cd is awsome guys!,end concert amaze glad hear gutted couldnt maybe next tym new ad awesome guy
104,55242,0,1685007528,Sat May 02 22:44:45 PDT 2009,NO_QUERY,loveandbooze,I stink like booze! ,stink booze
105,1323606,1,2014919265,Wed Jun 03 03:07:04 PDT 2009,NO_QUERY,AlKronos,@rezzable LIkelihood of that is low. ,likelihood low
106,322771,0,2004667471,Tue Jun 02 08:33:26 PDT 2009,NO_QUERY,C_Hawkings,Back from dentist... my cheek and teeth hurt... ,back dentist cheek teeth hurt
107,172209,0,1963501164,Fri May 29 12:49:08 PDT 2009,NO_QUERY,melissadiesel,Nice seeing my partner in crime/gossip drama queen partner again. I missed my Manda! ,nice see partner drama queen partner miss panda
108,845705,1,1564267855,Mon Apr 20 02:38:31 PDT 2009,NO_QUERY,essteeyou,"No added sugar Alpen... Hmmm. Amazing what a difference the sugar makes. I thought all the raisins were gone, but there are a few left. ",added sugar alien ummm amaze difference sugar make think raisin left
109,52498,0,1679730392,Sat May 02 10:02:48 PDT 2009,NO_QUERY,Viviansita,I`m listen music of the JONAS!! I Love the JONAS BROTHERS!!.. What a pity that I canï¿½t go to his concert!!  ,listen music jonas jonas brothers pity can't concert
110,247956,0,1982596760,Sun May 31 11:31:32 PDT 2009,NO_QUERY,stefaniemaqz,I don't know how I would survive without @anjt and @anddrreeaag and @marianasantos15  love you girls&lt;3,know would survive without girl
111,581504,0,2214310278,Wed Jun 17 16:33:42 PDT 2009,NO_QUERY,meinnoc,"I miss The Hush Sound - xmusicxisxlifexx: So do I, dear, so do I.  Me too. Me too. Same here =[ same here.... http://tumblr.com/x6922pi4d",miss hush sound dear
112,1300970,1,2007153210,Tue Jun 02 12:13:34 PDT 2009,NO_QUERY,ebethroby,"why is it so cold again?!?...oh right, i live in chicago.  glad i'm going home to warm &amp; sunny this weekend ",cold right live chicago glad home warm sunny weekend
113,220378,0,1976610639,Sat May 30 18:34:37 PDT 2009,NO_QUERY,darthcueball,Why is my internet connection so slow tonight?!  I AM OUTRAGED!!!  And hungry!  ,internet connection slow tonight outrage hungry
114,47168,0,1677574401,Sat May 02 02:49:25 PDT 2009,NO_QUERY,seamonkey92,Just woke up. Didn't get any messages of snake-oo pretty upset now ,wake message snake pretty upset
115,1233401,1,1992166977,Mon Jun 01 08:18:52 PDT 2009,NO_QUERY,peeks,@Lindascrush Or maybe I should just leave it as a treat for when I visit the states  DMB and pancakes - what I fly to America for!,maybe leave treat visit state dumb pancakes fly america
116,697472,0,2253829780,Sat Jun 20 08:48:31 PDT 2009,NO_QUERY,RedYellowTurd,@RawRxJonAsx Da first one. I have a vair uni story to tell u! Becky's leaving? ,da first one air uni story tell becky leave
117,159220,0,1956787348,Thu May 28 22:41:22 PDT 2009,NO_QUERY,LuvMyKids4,Going 2 bed .. since I'm getting no Love on here  G*Night yall,2 bed since night yall
118,977427,1,1833736352,Mon May 18 00:16:39 PDT 2009,NO_QUERY,BainMercerGirl,@sg_skaters hey! thanx for the follow  i look forward to ur tweets!,hey thanx follow look forward ur tweet
119,563904,0,2206055629,Wed Jun 17 05:55:45 PDT 2009,NO_QUERY,alexander247,"I'm up ! Thanks alot iinsomnia  anyways what's the bug deal with the laker parade?shit, ud think a riots bout to go down",thanks lot insomnia anyways whats bug deal laker ud think riot bout
120,448245,0,2068910836,Sun Jun 07 14:55:34 PDT 2009,NO_QUERY,limegreenmodern,@jaesdesign yuck...hate when that happens..especially when it's my last one. ,last one
121,5546,0,1469120738,Tue Apr 07 05:17:01 PDT 2009,NO_QUERY,mcflyfanatic89,think i may have to go to the er today ,think may er today
122,1187587,1,1983187791,Sun May 31 12:40:28 PDT 2009,NO_QUERY,AbbiV,@Xspoon Whoa! Didn't even think u could do that- great tip! Thx! Here I was thinking IV needs to come to the rescue more so than ever b4 ,whoa even think could great tip think iv need come rescue ever
123,932674,1,1771160846,Mon May 11 23:23:44 PDT 2009,NO_QUERY,_nicole,motion city soundtrackkk omfg.  new album i can't wait!,motion city soundtrack new album cant wait
124,91913,0,1759767310,Sun May 10 19:56:01 PDT 2009,NO_QUERY,gamerbabe360,@coolzebras Sorry to hear that the boy is sick.     Do you want me to look for some phrase stamps for you at a cheap price?,sorry hear boy sick want look phrase stamp cheap price
125,132036,0,1835660650,Mon May 18 06:29:07 PDT 2009,NO_QUERY,DdubCvergirl,@jordanknight we missed you jordan  hope you had a great time and hope you enjoyed you'r birthday! x,miss jordan hope great time hope enjoy birthday
126,1547572,1,2182785086,Mon Jun 15 13:37:58 PDT 2009,NO_QUERY,teastainshirts,Help us get 1000 fans on facebook so we can pick a direct link    http://bit.ly/DVPTH,help 1000 fan facebook pick direct link
127,418440,0,2061766741,Sat Jun 06 21:34:09 PDT 2009,NO_QUERY,ericakrysl,@mrobison91 The switch is a button...and the button cover is missing and the hole to get to it is really tiny.  ugh.,switch button button cover miss hole really tiny ugh
128,1558405,1,2185824122,Mon Jun 15 17:57:37 PDT 2009,NO_QUERY,moneycoach,@amsiebee Duly Noted!  ,duly note
129,1026993,1,1932379095,Tue May 26 21:20:59 PDT 2009,NO_QUERY,JRox15,is new to twitter! ,new twitter
130,727288,0,2262788607,Sat Jun 20 23:14:12 PDT 2009,NO_QUERY,kepbiggestfan,@petewentz yess  helpp&lt;3 can you like reply to me it would make my day,le help reply would make
131,142110,0,1881411824,Fri May 22 04:35:13 PDT 2009,NO_QUERY,sleemol,@goAshley don't think it's right tho. Tried downloading a file and didn't get about 5kbps. It took 47 seconds to load news.com.au ,think right tho try download file skip take 47 second load
132,1064896,1,1964815396,Fri May 29 14:51:11 PDT 2009,NO_QUERY,myria101,@MikeEYB @JonEYB @ChrisEYB @JamesEYB Can't wait to see you guys tomorrow at Spring Jam!! I'll be tweeting you!! ,cant wait see guy tomorrow spring jam ill tweet
133,43541,0,1676555251,Fri May 01 22:24:13 PDT 2009,NO_QUERY,SirKirill,I don't want any hydroxycut.  Nothing interesting is happening right now.  Anyone has pineapple express?  Tired of DTV commercials ,want nothing interesting happen right anyone pineapple express tire dev commercial
134,868845,1,1678014909,Sat May 02 05:07:22 PDT 2009,NO_QUERY,itsmesammond,"@Skinnybobjunior yeah everyone seems to like that one!..there are better ones with me and his mum! lol, he's such a lad!  haha xx",yeah everyone seem nether better one mum lol lad haha ex
135,1017300,1,1881837973,Fri May 22 05:40:31 PDT 2009,NO_QUERY,vincelee888,top banana  @_davelee what's battle royale? anything like the film?,top banana whats battle royale anything film
136,57853,0,1685759086,Sun May 03 01:56:09 PDT 2009,NO_QUERY,luscious_loulou,Don't you just hate freak accidents... especially when something gets broken!  ,hate freak accident especially something broken
137,1424082,1,2058810507,Sat Jun 06 15:40:22 PDT 2009,NO_QUERY,PJTizz,"@alexistadda &quot;Where the hills are alive.&quot; I hope you got that from me, otherwise great minds think alike. ",hill alive hope otherwise great mind think alike
138,1231278,1,1991736323,Mon Jun 01 07:34:27 PDT 2009,NO_QUERY,emzfov,re was okay. pretty pointless tbh. sitting outside now with vimto ,okay pretty pointless tbe sit outside vito
139,738625,0,2265519765,Sun Jun 21 06:45:40 PDT 2009,NO_QUERY,karinonoda,"Jonas Brothers, Jordin Sparks and Miley Cyrus in just one show !! why they didn't do this in Brazil ?   ",jonas brother jordan spark miley cyrus one show brazil
140,1493148,1,2069451153,Sun Jun 07 15:54:14 PDT 2009,NO_QUERY,shanievenhaim,@gabbycastillo really!?!? Joes my favorite toooo he's soooo hot ,really joes favorite soooo soooo hot
141,414617,0,2060866473,Sat Jun 06 19:43:55 PDT 2009,NO_QUERY,tiaramarocco,Not even cherry on top made this night better ,even cherry top make night well
142,130720,0,1835367763,Mon May 18 05:49:47 PDT 2009,NO_QUERY,PENLDN,O god the prince is on the news! ,god prince news
